Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Glsp90,Astp90,G+Ap90,G-PKp90,G+A-PKp90,xG,npxG,xA,npxG+xA,xGp90,xAp90,xG+xAp90,npxGp90,npxG+xAp90,Matches
251,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,29-018,1992,28,28,2501,27.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
252,Khanya Leshabela\Khanya-Leshabela,za RSA,MF,Leicester City,21-185,1999,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
253,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,23-056,1998,23,20,1830,20.3,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.6,1.8,0.01,0.08,0.09,0.01,0.09,Matches
254,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,26-248,1994,22,22,1955,21.7,1,1,1,0,0,0,0,0.05,0.05,0.09,0.05,0.09,0.7,0.7,0.5,1.2,0.03,0.02,0.06,0.03,0.06,Matches
255,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,West Ham,28-097,1992,7,7,615,6.8,5,2,5,0,1,1,0,0.73,0.29,1.02,0.73,1.02,2.4,1.5,0.5,1.9,0.35,0.07,0.42,0.22,0.29,Matches
256,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,31-128,1989,16,15,1224,13.6,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.5,0.02,0.02,0.04,0.02,0.04,Matches
257,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,27-218,1993,7,6,541,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.07,0.09,0.16,0.07,0.16,Matches
258,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,34-086,1986,29,29,2610,29.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
259,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,24-347,1996,12,5,504,5.6,1,1,1,0,0,4,0,0.18,0.18,0.36,0.18,0.36,0.8,0.8,1.0,1.8,0.17,0.21,0.38,0.17,0.38,Matches
260,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,25-058,1996,1,1,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
261,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Fulham,25-058,1996,24,19,1661,18.5,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,2.9,2.9,1.4,4.3,0.16,0.08,0.23,0.16,0.23,Matches
262,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,30-216,1990,8,7,637,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,Matches
263,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,34-059,1987,11,1,210,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
264,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,21-001,2000,5,4,377,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
265,Sean Longstaff\Sean-Longstaff,eng ENG,MFFW,Newcastle Utd,23-143,1997,13,9,841,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.06,0.03,0.09,0.06,0.09,Matches
266,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Fulham,23-153,1997,27,25,2274,25.3,4,4,4,0,1,4,0,0.16,0.16,0.32,0.16,0.32,5.1,4.3,4.2,8.5,0.20,0.17,0.37,0.17,0.34,Matches
267,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,23-315,1997,8,7,550,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04,Matches
268,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,31-286,1989,25,25,2250,25.0,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.4,0.4,1.4,1.9,0.02,0.06,0.08,0.02,0.08,Matches
269,David Luiz\David-Luiz,br BRA,DF,Arsenal,33-334,1987,19,16,1344,14.9,1,0,1,0,0,1,1,0.07,0.00,0.07,0.07,0.07,0.8,0.8,0.4,1.3,0.06,0.03,0.09,0.06,0.09,Matches
270,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,22-317,1998,24,24,2099,23.3,0,2,0,0,0,7,1,0.00,0.09,0.09,0.00,0.09,1.2,1.2,1.2,2.4,0.05,0.05,0.11,0.05,0.11,Matches
271,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,27-032,1994,24,21,1831,20.3,0,2,0,0,1,7,1,0.00,0.10,0.10,0.00,0.10,2.0,1.3,1.2,2.5,0.10,0.06,0.16,0.06,0.12,Matches
272,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,22-088,1998,15,10,825,9.2,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,0.9,0.9,1.9,2.8,0.10,0.21,0.31,0.10,0.31,Matches
273,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,24-119,1996,23,18,1628,18.1,8,5,8,0,0,4,0,0.44,0.28,0.72,0.44,0.72,3.4,3.4,3.8,7.2,0.19,0.21,0.40,0.19,0.40,Matches
274,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,28-017,1993,29,29,2610,29.0,2,1,2,0,0,8,0,0.07,0.03,0.10,0.07,0.10,1.7,1.7,0.3,2.0,0.06,0.01,0.07,0.06,0.07,Matches
275,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,30-029,1991,23,19,1628,18.1,9,4,9,0,0,0,0,0.50,0.22,0.72,0.50,0.72,4.3,4.3,5.5,9.7,0.24,0.30,0.54,0.24,0.54,Matches
276,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,MF,West Brom,23-205,1997,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.04,0.06,0.10,0.04,0.10,Matches
277,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,23-205,1997,11,5,490,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matches
278,Josh Maja\Josh-Maja,ng NGA,FW,Fulham,22-085,1998,8,7,550,6.1,2,0,2,0,0,0,0,0.33,0.00,0.33,0.33,0.33,3.6,3.6,0.6,4.2,0.59,0.10,0.69,0.59,0.69,Matches
279,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,28-346,1992,26,24,2169,24.1,7,4,7,0,0,3,0,0.29,0.17,0.46,0.29,0.46,11.1,11.1,4.0,15.1,0.46,0.16,0.63,0.46,0.63,Matches
280,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,26-321,1994,12,10,817,9.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.00,0.03,0.03,0.00,0.03,Matches
281,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,32-031,1989,12,7,615,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Matches
282,Solly March\Solly-March,eng ENG,DF,Brighton,26-245,1994,21,19,1672,18.6,2,1,2,0,0,0,0,0.11,0.05,0.16,0.11,0.16,1.7,1.7,1.7,3.4,0.09,0.09,0.18,0.09,0.18,Matches
283,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,27-203,1993,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
284,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,25-107,1995,22,17,1480,16.4,4,3,4,0,0,0,1,0.24,0.18,0.43,0.24,0.43,6.6,6.6,2.0,8.6,0.40,0.12,0.52,0.40,0.52,Matches
285,Martinelli\Martinelli,br BRA,FW,Arsenal,19-277,2001,6,3,219,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.31,0.01,0.32,0.31,0.32,Matches
286,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,28-201,1992,28,28,2520,28.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
287,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,27-135,1993,10,10,850,9.4,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,1.6,1.9,0.03,0.17,0.20,0.03,0.20,Matches
288,Juan Mata\Juan-Mata,es ESP,FW,Manchester Utd,32-328,1988,7,4,338,3.8,0,2,0,0,0,0,0,0.00,0.53,0.53,0.00,0.53,0.3,0.3,0.8,1.2,0.09,0.22,0.31,0.09,0.31,Matches
289,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Crystal Palace,23-267,1997,4,2,170,1.9,1,0,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,0.2,0.2,0.0,0.2,0.08,0.01,0.09,0.08,0.09,Matches
290,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,32-233,1988,15,10,915,10.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.03,0.03,0.06,0.03,0.06,Matches
291,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,29-226,1991,10,9,691,7.7,1,2,1,0,0,2,0,0.13,0.26,0.39,0.13,0.39,0.6,0.6,1.0,1.7,0.08,0.14,0.22,0.08,0.22,Matches
292,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,24-220,1996,27,24,2050,22.8,8,2,5,3,4,1,0,0.35,0.09,0.44,0.22,0.31,10.7,7.7,3.0,10.7,0.47,0.13,0.60,0.34,0.47,Matches
293,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,33-166,1987,18,17,1466,16.3,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,0.9,1.1,0.01,0.05,0.07,0.01,0.07,Matches
294,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,24-291,1996,21,11,1229,13.7,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,3.0,3.0,1.1,4.0,0.22,0.08,0.30,0.22,0.30,Matches
295,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,31-109,1989,25,25,2250,25.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
296,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,30-130,1990,11,7,541,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.02,0.00,0.02,Matches
297,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,26-155,1994,27,27,2430,27.0,1,4,1,0,0,7,0,0.04,0.15,0.19,0.04,0.19,1.6,1.6,2.1,3.7,0.06,0.08,0.14,0.06,0.14,Matches
298,David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,33-113,1987,26,19,1622,18.0,6,1,6,0,0,5,0,0.33,0.06,0.39,0.33,0.39,4.9,4.9,1.1,6.0,0.27,0.06,0.33,0.27,0.33,Matches
299,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,21-120,1999,27,25,2317,25.7,2,3,2,0,0,1,0,0.08,0.12,0.19,0.08,0.19,0.8,0.8,4.2,5.1,0.03,0.16,0.20,0.03,0.20,Matches
300,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,24-104,1996,25,18,1611,17.9,4,1,4,0,0,1,0,0.22,0.06,0.28,0.22,0.28,1.2,1.2,0.8,2.0,0.07,0.05,0.11,0.07,0.11,Matches
301,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,31-180,1989,22,22,1973,21.9,2,0,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.3,1.3,0.1,1.4,0.06,0.01,0.07,0.06,0.07,Matches
302,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,26-248,1994,8,7,604,6.7,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
303,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,29-021,1992,24,24,2160,24.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
304,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,28-272,1992,20,15,1367,15.2,0,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.3,0.4,0.00,0.02,0.03,0.00,0.03,Matches
305,Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,21-020,2000,28,28,2520,28.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
306,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,29-349,1991,25,21,1853,20.6,1,1,0,1,1,7,1,0.05,0.05,0.10,0.00,0.05,1.4,0.6,1.2,1.8,0.07,0.06,0.12,0.03,0.09,Matches
307,James Milner\James-Milner,eng ENG,MFDF,Liverpool,35-077,1986,20,8,750,8.3,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,1.1,1.3,0.02,0.13,0.16,0.02,0.16,Matches
308,Yerry Mina\Yerry-Mina,co COL,DF,Everton,26-180,1994,19,19,1637,18.2,2,0,2,0,0,1,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,0.0,1.0,0.06,0.00,0.06,0.06,0.06,Matches
309,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Southampton,26-065,1995,6,5,410,4.6,2,0,2,0,0,0,0,0.44,0.00,0.44,0.44,0.44,0.7,0.7,0.2,0.9,0.15,0.05,0.20,0.15,0.20,Matches
310,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,26-065,1995,9,2,293,3.3,1,0,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.0,0.7,0.20,0.00,0.20,0.20,0.20,Matches
311,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,28-009,1993,27,27,2384,26.5,2,1,2,0,0,6,1,0.08,0.04,0.11,0.08,0.11,1.7,1.7,0.5,2.2,0.07,0.02,0.09,0.07,0.09,Matches
312,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,21-202,1999,13,13,1170,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.03,0.01,0.03,Matches
313,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,26-187,1994,23,10,1122,12.5,2,3,1,1,2,3,0,0.16,0.24,0.40,0.08,0.32,5.2,3.7,2.5,6.2,0.42,0.20,0.62,0.29,0.49,Matches
314,Jakub Moder\Jakub-Moder,pl POL,DF,Brighton,21-349,1999,3,1,100,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.33,0.00,0.33,0.33,0.33,Matches
315,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,21-228,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
316,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,37-060,1984,3,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
317,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,22-071,1999,28,25,2230,24.8,5,3,4,1,1,2,0,0.20,0.12,0.32,0.16,0.28,4.2,3.5,5.5,8.9,0.17,0.22,0.39,0.14,0.36,Matches
318,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,28-221,1992,24,11,1103,12.3,3,3,3,0,0,0,0,0.24,0.24,0.49,0.24,0.49,1.9,1.9,0.5,2.4,0.17,0.05,0.21,0.17,0.21,Matches
319,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Sheffield Utd,25-042,1996,8,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,1.0,0.22,0.11,0.32,0.22,0.32,Matches
320,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,34-195,1986,27,23,2030,22.6,1,1,1,0,0,5,1,0.04,0.04,0.09,0.04,0.09,0.5,0.5,2.1,2.6,0.02,0.09,0.11,0.02,0.11,Matches
321,Joel Mumbongo\Joel-Mumbongo,se SWE,FW,Burnley,22-072,1999,3,0,39,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
322,Jacob Murphy\Jacob-Murphy,eng ENG,DFMF,Newcastle Utd,26-026,1995,17,8,824,9.2,1,2,1,0,0,2,0,0.11,0.22,0.33,0.11,0.33,0.7,0.7,1.2,1.8,0.07,0.13,0.20,0.07,0.20,Matches
323,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,28-339,1992,3,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
324,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,27-062,1994,9,5,444,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
325,Iliman Ndiaye\Iliman-Ndiaye,fr FRA,MF,Sheffield Utd,21-243,1999,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
326,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,24-096,1996,17,16,1402,15.6,1,3,1,0,0,3,0,0.06,0.19,0.26,0.06,0.26,0.4,0.4,1.0,1.4,0.03,0.06,0.09,0.03,0.09,Matches
327,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,24-084,1996,26,24,1752,19.5,3,1,3,0,0,2,0,0.15,0.05,0.21,0.15,0.21,1.2,1.2,1.9,3.1,0.06,0.10,0.17,0.06,0.17,Matches
328,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,21-102,1999,2,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
329,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,21-013,2000,29,28,2429,27.0,5,5,5,0,0,4,0,0.19,0.19,0.37,0.19,0.37,3.9,3.9,5.6,9.5,0.14,0.21,0.35,0.14,0.35,Matches
330,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,24-009,1997,28,24,2079,23.1,5,1,2,3,3,6,0,0.22,0.04,0.26,0.09,0.13,4.8,2.5,1.6,4.1,0.21,0.07,0.27,0.11,0.18,Matches
331,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,21-296,1999,14,3,327,3.6,1,1,1,0,0,0,0,0.28,0.28,0.55,0.28,0.55,1.2,1.2,0.6,1.8,0.32,0.16,0.48,0.32,0.48,Matches
332,Niels Nkounkou\Niels-Nkounkou,fr FRA,DF,Everton,20-141,2000,1,1,68,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
333,Dan Nlundulu\Dan-Nlundulu,eng ENG,FW,Southampton,22-045,1999,12,0,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.02,0.10,0.08,0.10,Matches
334,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,33-318,1987,16,4,392,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
335,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,29-344,1991,23,17,1436,16.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,1.3,0.01,0.07,0.08,0.01,0.08,Matches
336,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,26-358,1994,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
337,Dara O'Shea\Dara-OShea,ie IRL,DF,West Brom,22-018,1999,22,20,1803,20.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.01,0.02,0.01,0.02,Matches
338,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,20-259,2000,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
339,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,32-299,1988,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
340,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,32-303,1988,23,23,2042,22.7,2,0,2,0,0,4,0,0.09,0.00,0.09,0.09,0.09,1.0,1.0,1.0,2.0,0.04,0.05,0.09,0.04,0.09,Matches
341,Robin Olsen\Robin-Olsen,se SWE,GK,Everton,31-073,1990,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
342,Josh Onomah\Josh-Onomah,eng ENG,MF,Fulham,23-329,1997,6,2,163,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.09,0.01,0.10,0.09,0.10,Matches
343,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,25-338,1995,9,2,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.44,0.11,0.55,0.44,0.55,Matches
344,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,26-229,1994,15,9,911,10.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.4,1.6,0.02,0.14,0.16,0.02,0.16,Matches
345,Owen Otasowie\Owen-Otasowie,us USA,MF,Wolves,19-336,2001,5,1,117,1.3,0,1,0,0,0,1,0,0.00,0.77,0.77,0.00,0.77,0.4,0.4,0.1,0.6,0.33,0.11,0.44,0.33,0.44,Matches
346,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,27-219,1993,9,2,228,2.5,0,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,0.2,0.2,0.2,0.4,0.06,0.09,0.15,0.06,0.15,Matches
347,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,26-231,1994,2,0,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
348,Thomas Partey\Thomas-Partey,gh GHA,MF,Arsenal,27-282,1993,15,12,963,10.7,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.8,0.8,0.6,1.4,0.07,0.05,0.13,0.07,0.13,Matches
349,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,33-035,1988,29,29,2609,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
350,Bailey Peacock-Farrell\Bailey-Peacock-Farrell,nir NIR,GK,Burnley,24-144,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
351,Lee Peltier\Lee-Peltier,eng ENG,DF,West Brom,34-101,1986,4,3,229,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
352,Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,25-297,1995,21,10,1057,11.7,5,1,4,1,1,1,1,0.43,0.09,0.51,0.34,0.43,5.1,4.3,0.6,4.9,0.43,0.05,0.48,0.37,0.42,Matches
353,Matheus Pereira\Matheus-Pereira,br BRA,MFFW,West Brom,24-321,1996,25,22,1875,20.8,5,3,3,2,2,2,1,0.24,0.14,0.38,0.14,0.29,3.8,2.3,2.9,5.1,0.18,0.14,0.32,0.11,0.25,Matches
354,Ricardo Pereira\Ricardo-Pereira,pt POR,DFFW,Leicester City,27-167,1993,10,8,728,8.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.05,0.02,0.07,0.05,0.07,Matches
355,Ayoze Pérez\Ayoze-Perez,es ESP,FWMF,Leicester City,27-242,1993,17,12,963,10.7,2,0,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,2.4,2.4,1.1,3.5,0.22,0.10,0.33,0.22,0.33,Matches
356,Kalvin Phillips\Kalvin-Phillips,eng ENG,MF,Leeds United,25-110,1995,21,21,1842,20.5,0,2,0,0,0,7,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,3.1,3.4,0.01,0.15,0.16,0.01,0.16,Matches
357,Matt Phillips\Matt-Phillips,sco SCO,MFDF,West Brom,30-009,1991,24,13,1118,12.4,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,1.5,1.5,1.6,3.1,0.12,0.13,0.25,0.12,0.25,Matches
358,Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,Liverpool,24-001,1997,10,8,826,9.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.02,0.01,0.02,0.02,0.02,Matches
